fs_id,company_id,fs_date,fs_reminderdate1,fs_reminderdate2,fs_reminderdate3,fs_submissiondate,fs_status,fs_fileddate,fs_deadline,fs_agm
3434,287,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-27
7127,668,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,f,"",2013-09-30,
3436,287,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-29
3438,287,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3441,289,2009-05-31,2009-05-01,2009-08-01,2009-11-01,2009-12-30,t,2009-05-31,"",2009-10-24
3445,289,2013-05-31,2013-05-01,2013-08-01,2013-11-01,2013-12-30,f,"",2013-11-30,
3447,289,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,f,"",2015-11-30,
3449,289,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
3443,289,2011-05-31,2011-05-01,2011-08-01,2011-11-01,2011-12-30,t,2011-05-31,"",2011-11-30
7129,668,2015-03-31,2015-03-01,2015-06-01,2015-09-01,2015-10-30,f,"",2015-09-30,
3400,284,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
3439,288,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3454,291,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-23
3459,293,2017-11-30,2017-11-01,2018-02-01,2018-05-01,2018-06-29,f,"",2018-05-30,
3461,294,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-04-30
3465,294,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3463,294,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3467,295,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,"",2013-07-03
7131,668,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,f,"",2017-09-30,
3476,297,2017-07-31,2017-07-01,2017-10-01,2018-01-01,2018-03-02,f,"",2018-01-31,
7118,668,2004-03-31,2004-03-01,2004-06-01,2004-09-01,2004-10-30,t,2004-03-31,"",2004-07-16
3480,300,2009-09-30,2009-09-01,2009-12-01,2010-03-01,2010-04-29,t,2009-09-30,"",2010-03-15
3482,300,2011-09-30,2011-09-01,2011-12-01,2012-03-01,2012-04-29,t,2011-09-30,"",2012-03-30
3484,300,2013-09-30,2013-09-01,2013-12-01,2014-03-01,2014-04-29,t,2013-09-30,"",2014-03-30
7119,668,2005-03-31,2005-03-01,2005-06-01,2005-09-01,2005-10-30,t,2005-03-31,"",2005-09-30
3486,300,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7122,668,2008-03-31,2008-03-01,2008-06-01,2008-09-01,2008-10-30,t,2008-03-31,"",2008-09-29
3492,302,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2016-04-30
3494,302,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3497,303,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,f,"",2017-09-30,
7133,669,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-04-26
7139,669,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
7134,669,2011-12-30,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-30,"",2012-06-30
7135,669,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-12-31
7137,669,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-30,"",2015-11-30
7159,672,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,t,2011-03-31,"",2011-09-30
7141,670,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-10-18
7145,670,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
7143,670,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-12
7152,672,2004-03-31,2004-03-01,2004-06-01,2004-09-01,2004-10-30,t,2004-03-31,"",2004-04-27
7146,671,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-03-18
7148,671,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7165,672,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,f,"",2017-09-30,
7153,672,2005-03-31,2005-03-01,2005-06-01,2005-09-01,2005-10-30,t,2005-03-31,"",2005-07-26
7155,672,2007-03-30,2007-03-01,2007-06-01,2007-09-01,2007-10-30,t,2007-03-30,"",2007-09-30
7157,672,2009-03-31,2009-03-01,2009-06-01,2009-09-01,2009-10-30,t,2009-03-31,"",2009-09-30
7161,672,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,"",2013-07-25
7168,673,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-12-31
7170,673,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-31
7174,673,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-30
7176,673,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-12
7182,675,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
7192,676,2016-09-30,2016-09-01,2016-12-01,2017-03-01,2017-04-29,t,2016-09-30,"",2017-01-28
3425,287,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
3496,303,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-08-29
3427,287,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
3429,287,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
3499,304,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-01-04
3431,287,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3433,287,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
3435,287,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3501,304,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3437,287,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-04-16
3444,289,2012-05-31,2012-05-01,2012-08-01,2012-11-01,2012-12-30,f,"",2012-11-30,
3446,289,2014-05-31,2014-05-01,2014-08-01,2014-11-01,2014-12-30,f,"",2014-11-30,
3448,289,2016-05-31,2016-05-01,2016-08-01,2016-11-01,2016-12-30,f,"",2016-11-30,
3450,289,2018-05-31,2018-05-01,2018-08-01,2018-11-01,2018-12-30,f,"",2018-11-30,
3442,289,2010-05-31,2010-05-01,2010-08-01,2010-11-01,2010-12-30,t,2010-05-31,"",2010-11-05
3453,291,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3455,291,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3506,306,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
3458,293,2016-11-30,2016-11-01,2017-02-01,2017-05-01,2017-06-29,t,2016-11-30,"",2017-07-17
3473,296,2018-07-31,2018-07-01,2018-10-01,2019-01-01,2019-03-02,f,"",2019-01-31,
3462,294,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3464,294,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3451,290,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7150,671,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2018-03-20,2017-06-30,""
3490,301,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3456,292,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3471,295,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,t,2018-03-07,2017-09-30,""
3488,300,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3493,302,2016-10-31,2016-10-01,2017-01-01,2017-04-01,2017-05-30,t,2017-12-08,2017-12-07,""
3468,295,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,"",2014-09-30
3470,295,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-09-30
3525,309,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
3475,297,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",2017-01-14
3481,300,2010-09-30,2010-09-01,2010-12-01,2011-03-01,2011-04-29,t,2010-09-30,"",2011-03-31
3483,300,2012-09-30,2012-09-01,2012-12-01,2013-03-01,2013-04-29,t,2012-09-30,"",2013-03-30
3485,300,2014-09-30,2014-09-01,2014-12-01,2015-03-01,2015-04-29,t,2014-09-30,"",2015-03-31
3503,304,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3487,300,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3505,305,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3508,307,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-11-17
3518,307,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
3509,307,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
3510,307,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-31
3511,307,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
3512,307,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
3513,307,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
3514,307,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-31
3515,307,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
3516,307,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
3517,307,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2017-06-30,2017-12-29,""
3520,308,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3524,308,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3521,308,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3522,308,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3523,308,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-02-13
3527,310,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-30
3529,310,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
3530,310,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
3531,310,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-12-31
3532,310,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
3533,310,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-26
3534,310,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
3535,310,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-12
3536,310,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
3537,310,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3538,310,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
3539,310,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
3544,310,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3540,310,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3542,310,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7138,669,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
3565,311,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3547,311,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,"",2000-06-15
3549,311,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-30
3551,311,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
3553,311,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
3555,311,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
3557,311,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
3559,311,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-14
3561,311,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3563,311,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3567,312,2001-07-31,2001-07-01,2001-10-01,2002-01-01,2002-03-02,t,2001-07-31,"",2001-11-12
3569,312,2003-07-31,2003-07-01,2003-10-01,2004-01-01,2004-03-01,t,2003-07-31,"",2003-11-27
3571,312,2005-07-31,2005-07-01,2005-10-01,2006-01-01,2006-03-02,t,2005-07-31,"",2005-12-31
3573,312,2007-07-31,2007-07-01,2007-10-01,2008-01-01,2008-03-01,t,2007-07-31,"",2007-12-31
3575,312,2009-07-31,2009-07-01,2009-10-01,2010-01-01,2010-03-02,t,2009-07-31,"",2009-12-31
3577,312,2011-07-31,2011-07-01,2011-10-01,2012-01-01,2012-03-01,t,2011-07-31,"",2011-12-31
3579,312,2013-07-31,2013-07-01,2013-10-01,2014-01-01,2014-03-02,t,2013-07-31,"",2013-12-31
3581,312,2015-07-31,2015-07-01,2015-10-01,2016-01-01,2016-03-01,t,2015-07-31,"",2015-12-31
3595,313,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3587,313,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
3589,313,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
3591,313,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3593,313,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3478,299,2017-08-31,2017-08-01,2017-11-01,2018-02-01,2018-03-30,f,"",2018-02-28,
3477,298,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,f,"",2017-02-28,
7140,669,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3598,315,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-12-14
3600,315,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
3602,315,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-30
3604,315,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
3606,315,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
7136,669,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3611,316,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2017-03-05
3613,316,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3615,317,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",""
7142,670,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-30
7151,671,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7147,671,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-18
7149,671,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-09-30
7166,672,2018-03-31,2018-03-01,2018-06-01,2018-09-01,2018-10-30,f,"",2018-09-30,
7154,672,2006-03-31,2006-03-01,2006-06-01,2006-09-01,2006-10-30,t,2006-03-31,"",2006-09-30
7156,672,2008-03-31,2008-03-01,2008-06-01,2008-09-01,2008-10-30,t,2008-03-31,"",2008-09-30
7158,672,2010-03-31,2010-03-01,2010-06-01,2010-09-01,2010-10-30,t,2010-03-31,"",2010-09-30
7160,672,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,t,2012-03-31,"",2012-09-30
7162,672,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,"",2014-09-30
7164,672,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-06-15
7167,673,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-12-14
7169,673,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
7171,673,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-30
7173,673,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-30
7175,673,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-30
7181,675,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7180,675,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7183,675,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7184,676,2008-09-30,2008-09-01,2008-12-01,2009-03-01,2009-04-29,t,2008-09-30,"",2009-03-31
7193,676,2017-09-30,2017-09-01,2017-12-01,2018-03-01,2018-04-29,f,"",2018-03-30,
7185,676,2009-09-30,2009-09-01,2009-12-01,2010-03-01,2010-04-29,t,2009-09-30,"",2010-03-31
7186,676,2010-09-30,2010-09-01,2010-12-01,2011-03-01,2011-04-29,t,2010-09-30,"",2011-03-31
7179,674,2017-11-30,2017-11-01,2018-02-01,2018-05-01,2018-06-29,f,"",2018-05-30,
7144,670,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2018-01-26,2017-12-30,""
3528,310,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-30
3541,310,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3543,310,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3546,311,1998-12-31,1998-12-01,1999-03-01,1999-06-01,1999-07-30,t,1998-12-31,"",1999-03-15
3548,311,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-22
3550,311,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
3552,311,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-05-30
3554,311,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
3556,311,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-29
3558,311,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-23
3560,311,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
3562,311,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3564,311,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-28
7194,676,2018-09-30,2018-09-01,2018-12-01,2019-03-01,2019-04-29,f,"",2019-03-30,
3568,312,2002-07-31,2002-07-01,2002-10-01,2003-01-01,2003-03-02,t,2002-07-31,"",2002-12-31
3570,312,2004-07-31,2004-07-01,2004-10-01,2005-01-01,2005-03-02,t,2004-07-31,"",2004-12-31
3572,312,2006-07-31,2006-07-01,2006-10-01,2007-01-01,2007-03-02,t,2006-07-31,"",2006-12-31
3574,312,2008-07-31,2008-07-01,2008-10-01,2009-01-01,2009-03-02,t,2008-07-31,"",2008-12-31
3576,312,2010-07-31,2010-07-01,2010-10-01,2011-01-01,2011-03-02,t,2010-07-31,"",2010-12-31
3578,312,2012-07-31,2012-07-01,2012-10-01,2013-01-01,2013-03-02,t,2012-07-31,"",2012-12-31
3582,312,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",2016-11-23
3586,313,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-10
3588,313,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3590,313,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
3592,313,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3594,313,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3599,315,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-12-31
3601,315,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-30
3603,315,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
3605,315,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-31
3607,315,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,"","",""
3596,314,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
3612,316,2016-10-31,2016-10-01,2017-01-01,2017-04-01,2017-05-30,f,"",2017-04-30,
3616,317,2017-07-31,2017-07-01,2017-10-01,2018-01-01,2018-03-02,f,"",2018-01-31,
3619,319,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,t,2011-03-31,"",2011-09-30
3626,319,2018-03-31,2018-03-01,2018-06-01,2018-09-01,2018-10-30,f,"",2018-09-30,
3620,319,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,t,2012-03-31,"",2012-09-28
3621,319,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,"",2013-09-30
3622,319,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,"",2014-09-30
3623,319,2015-03-31,2015-03-01,2015-06-01,2015-09-01,2015-10-30,t,2015-03-31,"",2015-09-30
3624,319,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-09-30
3628,320,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3630,320,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
3631,320,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
3632,320,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3629,320,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3635,322,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3642,322,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3636,322,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-26
3637,322,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
3638,322,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3639,322,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3640,322,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3641,322,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-07-30
3647,326,2007-03-31,2007-03-01,2007-06-01,2007-09-01,2007-10-30,t,2007-03-31,"",2007-09-08
3649,326,2009-03-31,2009-03-01,2009-06-01,2009-09-01,2009-10-30,t,2009-03-31,"",2009-09-30
3650,326,2010-03-31,2010-03-01,2010-06-01,2010-09-01,2010-10-30,t,2010-03-31,"",2010-09-30
3651,326,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,t,2011-03-31,"",2011-09-30
3652,326,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,t,2012-03-31,"",2012-09-29
3653,326,2013-03-31,2013-03-01,2013-06-01,2013-09-01,2013-10-30,t,2013-03-31,"",2013-09-30
3658,326,2018-03-31,2018-03-01,2018-06-01,2018-09-01,2018-10-30,f,"",2018-09-30,
3654,326,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,"",2014-09-30
