case_id|job_id|case_no|case_entrydate|case_case|case_particular|case_remark|case_tempkey|case_casebillingdescription
1306|1155|3|2018-04-27|S28|Change of Company Name --> HECTADATA SDN. BHD. |""|32018-04-27T10:02:06.258|Change of Company Name
1307|1156|1|2018-04-27|SecFee|Take Over Secretarial Files |""|82018-04-27T11:45:00.680|Secretarial Fee + Registered Office
1308|1157|1|2018-04-27|Misc|Ordering Rubber Stamp|""|32018-04-27T13:38:54.658|Non-secretarial assignments
1309|1158|1|2018-04-27|Misc|Ordering Rubber Stamp|""|32018-04-27T13:45:29.690|Non-secretarial assignments
1310|1159|1|2018-04-27|ShCert|"Lost Share certificate no. 016 CP GLOBAL HOLDINGS LIMITED 
(4,790,295 IRNCPS)"|""|42018-04-27T15:23:40.559|Lost Share certificates/amendments
1311|1160|1|2018-04-27|CPO|CPO - Fast & Best Business Products Impex SB|Walked in inquired client|22018-04-27T15:53:02.233|Purchase of CPO/Idaman
1314|1162|1|2018-04-27|DCR|Insurance Claim for MV (T/BE4)|""|52018-04-27T17:45:06.434|Misc Director Resolution-
1315|1163|1|2018-04-30|S36|"Change of Memorandum & Article of Association
"|""|112018-04-30T09:03:35.355|M&A/Constitution changes
1316|1164|1|2018-04-30|S36|"Change of Memorandum & Article of Association
"|""|112018-04-30T11:34:56.466|M&A/Constitution changes
1318|1165|2|2018-04-30|AC|Financial Statements @ 2017-06-30|""|72018-04-30T11:47:44.686|Financial Statement
1317|1165|1|2018-04-30|FYE|"Appointment of Auditors : PS Yap
Appointment of Tax Agent : Sanjay
Fye: 30/06/2017"|""|72018-04-30T11:47:44.686|Fixing Financial Year End-DCR
1319|1166|1|2018-04-30|S36|"Change of Memorandum & Article of Association
"|""|112018-04-30T13:14:26.685|M&A/Constitution changes
1320|1167|1|2018-04-30|S36|"Change of Memorandum & Article of Association
"|""|112018-04-30T14:55:55.341|M&A/Constitution changes
1321|1168|1|2018-04-30|""|Incorporation of Company|""|52018-04-30T15:53:37.658|""
1322|1169|1|2018-04-30|ConfirmL|"Confirmation Letter
"|""|112018-04-30T16:09:18.630|Confirmation Letter
1323|1169|2|2018-04-30|CTC|Certified True Copies@2018-04-30|""|112018-04-30T16:09:18.630|Certified True Copies 
1324|1170|1|2018-04-30|S58|"Change of director
Appoint Seow Li-Ling
Resign Seow Lun Hoo @ Seow Wah Chong"|""|42018-04-30T17:23:37.477|F49-ResDir/Change Information
1325|1170|2|2018-04-30|S105|"Share Transfer 
Seow Voon Ping & Seow Lun Hoo to Newfields Capital Sdn. Bhd."|""|42018-04-30T17:23:37.477|Transfer of share(s)
1326|1171|1|2018-05-02|S78|Increase PUC - RM10 (Marcus)|""|72018-05-02T10:02:08.893|Increase in Paid Up Capital-Cash
1327|1172|1|2018-05-02|AC|FS @ 2013-06-30|""|122018-05-02T10:08:22.488|Financial Statement
1328|1173|1|2018-05-02|Misc|Payment to TNB|""|32018-05-02T10:54:12.351|Non-secretarial assignments
1329|1174|1|2018-05-02|CPO|SSM business profile - INTERMARK LGT TRADING|""|42018-05-02T11:00:17.542|Purchase of CPO/Idaman
1330|1175|1|2018-05-02|""|Insurance claim vehicle No: WA1200U|""|52018-05-02T11:44:46.313|""
1331|1176|1|2018-05-02|ShCert|L&R Share Certificates (Mimi, Harits & Zainuddin)|""|72018-05-02T14:47:50.522|Lost Share certificates/amendments
1332|1176|2|2018-05-02|S105|Transfer of Shares (4,900,000 Shares) |""|72018-05-02T14:47:50.522|Transfer of share(s)
1333|1177|1|2018-05-02|Misc|Ad Hoc job - purchase business profile|""|32018-05-02T15:26:07.637|Non-secretarial assignments
1334|1178|1|2018-05-02|CTC|"Certified True Copies (CTC) 
- Form 9, 49 & S58 "|""|82018-05-02T15:51:05.340|Certified True Copies 
1335|1179|1|2018-05-02|BkFac|Banking Facilities from RHB Bank Berhad (RM4,300,000.00)|""|42018-05-02T17:08:12.350|Bank-Facilities
1336|1180|1|2018-05-02|CorpGuaran|Corporate Guarantor for Trans Niaga SB for Banking Facilities with RHB Bank Berhad|""|42018-05-02T17:09:18.258|Corporate Guarantor
1337|1181|1|2018-05-02|S352(1)|Creation of charge|""|42018-05-02T17:33:55.950|Create Charges
1339|1182|1|2018-05-02|AC|Financial Statement @ 2017-12-31|""|82018-05-02T18:15:42.209|Financial Statement
1340|1183|1|2018-05-03|AR/AGM|AR@2018-05-04|""|92018-05-03T09:18:13.514|Annual Return
1341|1184|1|2018-05-03|AC|"FS@2017-11-30
"|""|112018-05-03T09:27:11.275|Financial Statement
1342|1185|1|2018-05-03|PurVeh|Disposal of Motor Vehicles (BFC 1957 & WQC 1200)|""|52018-05-03T09:42:20.449|Vehicle Purchase/disposal
1343|1186|1|2018-05-03|AR/AGM|AR@2018-05-08|""|92018-05-03T09:58:41.032|Annual Return
1344|1187|1|2018-05-03|AC|"FS@2017-11-30
"|""|112018-05-03T10:01:12.434|Financial Statement
1345|1188|1|2018-05-03|BkFac|Over the Counter Bank Guarantee (OTCBG) with RHB Bank|""|52018-05-03T10:37:08.309|Bank-Facilities
1346|1189|1|2018-05-03|S78|Increase PUC (From 500K to 1M)|""|72018-05-03T10:45:50.111|Increase in Paid Up Capital-Cash
1347|1190|1|2018-05-03|AR/AGM|AR@2018-05-04|""|92018-05-03T10:54:15.089|Annual Return
1348|1191|1|2018-05-03|Misc|- Purchase CTC documents from MyDATA SSM|""|72018-05-03T11:03:47.359|Non-secretarial assignments
1350|1192|1|2018-05-03|AR/AGM|"AR@2018-05-03
"|""|112018-05-03T11:37:43.318|Annual Return
1351|1193|1|2018-05-03|AR/AGM|AR@2018-05-03|""|112018-05-03T11:38:52.284|Annual Return
1349|1194|1|2018-05-03|S36|Change M&A - AGM & Authorised Capital|""|72018-05-03T11:52:23.036|M&A/Constitution changes
1352|1195|1|2018-05-03|AR/AGM|AR@2018-05-09|""|92018-05-03T11:58:23.507|Annual Return
1353|1196|1|2018-05-03|CTC|F24, S51, F49, S58(fullsets), M&A, Director i/c (1set)|""|62018-05-03T12:16:16.800|Certified True Copies 
1354|1197|1|2018-05-03|AR/AGM|CTC Section 68 (Annual Return) dated 1 April 2018|""|42018-05-03T12:40:19.099|Annual Return
1355|1198|1|2018-05-03|CPO|Purchase of CPO from mydata|""|52018-05-03T13:00:50.548|Purchase of CPO/Idaman
1356|1199|1|2018-05-03|Object|"Alteration of Memorandum & Articles
-Deletion Article 6 of Memorandum
-Alteration Article 1 and Insertion Article 9 of Articles of Association"|""|52018-05-03T13:53:41.454|Change of Object Clause(s)/Article(s)
1357|1200|1|2018-05-03|AR/AGM|"AR@2018-05-05
"|""|92018-05-03T15:07:17.501|Annual Return
1359|1202|1|2018-05-03|Object|Alteration of Articles & Memorandum|""|52018-05-03T16:49:18.863|Change of Object Clause(s)/Article(s)
1360|1203|1|2018-05-03|CTC|CTC doc (F9, F24, F49 & S58)|""|122018-05-03T17:11:18.283|Certified True Copies 
1362|1204|1|2018-05-03|PurVeh|Purchase MV - Volvo V90 T6|""|72018-05-03T17:30:00.920|Vehicle Purchase/disposal
1363|1204|2|2018-05-03|CTC|"Certified True Copies @ 2018-05-03
- M&A, F9, F49, S58, F44, & F24"|""|72018-05-03T17:30:42.425|Certified True Copies 
1364|1205|1|2018-05-03|Div|Declaration of Dividends |""|82018-05-03T18:24:09.999|Issuance of Dividends
1365|1206|1|2018-05-04|CTC|CTC F9, F44 & F24|""|122018-05-04T09:53:52.573|Certified True Copies 
1366|1207|1|2018-05-04|Misc|Purchase Company Charges Forms|""|72018-05-04T10:11:10.814|Non-secretarial assignments
1367|1208|1|2018-05-04|AR/AGM|Annual Return @ 2018-05-02|""|122018-05-04T10:59:43.589|Annual Return
1368|1209|1|2018-05-04|DCR|DCR - Corporate Internet Banking Facility (Affin Bank Berhad)|""|72018-05-04T11:27:36.654|Misc Director Resolution-
1369|1209|2|2018-05-04|S28|Change Company Name: Salur Kuasa Digitech SB|""|72018-05-04T11:27:36.654|Change of Company Name
1370|1210|1|2018-05-04|DeReg|De-Registration of the Company|""|52018-05-04T11:48:41.113|De-registration
1371|1211|1|2018-05-04|AR/AGM|Annual Return @ 2018-05-02|""|122018-05-04T11:55:06.537|Annual Return
1372|1212|1|2018-05-04|S36|Change of Memorandum & Article of Association|""|112018-05-04T14:30:04.248|M&A/Constitution changes
1373|1213|1|2018-05-04|S36|"Change of Memorandum & Article of Association
"|""|112018-05-04T14:59:50.327|M&A/Constitution changes
1374|1214|1|2018-05-04|S58|"Change Residential Add
-Vyraveraja A/L Panjacharam
- Chandra Segaran A/L Panjacharam"|""|82018-05-04T15:01:54.662|F49-ResDir/Change Information
1375|1215|1|2018-05-04|Misc|Review Mails collected, scan and email to Evelyn|""|32018-05-04T15:33:54.093|Non-secretarial assignments
1376|1216|1|2018-05-04|AC|Financial Statements @ 2017-08-31|""|72018-05-04T15:47:58.490|Financial Statement
1377|1217|1|2018-05-04|Misc|Mails collection - Review, Scan & Email|""|32018-05-04T15:50:40.948|Non-secretarial assignments
1378|1218|1|2018-05-04|S36|"Change of Memorandum & Article of Association
"|""|112018-05-04T16:48:21.442|M&A/Constitution changes
1379|1219|1|2018-05-04|AR/AGM|Annual Return @ 2018-05-06|""|122018-05-04T17:14:44.779|Annual Return
1380|1220|1|2018-05-05|CTC|CTC Reso, M&A, F44, F24 & F49|""|122018-05-05T10:39:50.518|Certified True Copies 
1381|1221|1|2018-05-05|S236|Appointment of Secretaries|""|52018-05-05T12:06:48.237|Appointment of Secretary
1382|1222|1|2018-05-05|S58|"Change of Secretaries 
-Appt WCF "|""|82018-05-05T12:07:57.122|F49-ResDir/Change Information
1402|1242|1|2018-05-07|S36|"Change of Memorandum & Article of Association
"|""|112018-05-07T09:04:13.873|M&A/Constitution changes
1403|1243|1|2018-05-07|CPO|"Purchase of CPO/Idaman
- Jakros SB (52621-T) 
- SBR Holding SB (78129-P) 
- Vowifi Telecom SB (1120225-D)
"|""|82018-05-07T09:04:07.828|Purchase of CPO/Idaman
1404|1244|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T09:33:53.342|Appointment of Secretary
1405|1245|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T10:41:25.601|Appointment of Secretary
1406|1246|1|2018-05-07|S36|"Change of Memorandum & Article of Association
"|""|112018-05-07T11:08:49.673|M&A/Constitution changes
1407|1247|1|2018-05-07|S36|"Change of Memorandum & Article of Association

"|""|112018-05-07T12:39:21.460|M&A/Constitution changes
1408|1248|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T14:38:57.505|Appointment of Secretary
1409|1249|1|2018-05-07|CPO|Purchase CPO - MEECON ENGINEERING & TRADING SDN. BHD.|""|42018-05-07T15:21:46.479|Purchase of CPO/Idaman
1410|1250|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T16:11:56.862|Appointment of Secretary
1411|1251|1|2018-05-07|PD 2/2017|Change of Business Address|""|112018-05-07T16:14:46.869|Biz/Branch Add/Nature of biz changes
1412|1252|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T16:47:48.126|Appointment of Secretary
1413|1253|1|2018-05-07|S236|Appointment of Secretary|""|122018-05-07T16:52:24.481|Appointment of Secretary
1414|1254|1|2018-05-07|S236|Appointment of secretary|""|122018-05-07T17:05:57.115|Appointment of Secretary
1415|1255|1|2018-05-07|CTC|3 sets CTC of Form 49 & Section 58|""|42018-05-07T17:55:30.356|Certified True Copies 
1416|1255|2|2018-05-07|ConfirmL|Confirmation letter of director & debenture|""|42018-05-07T17:55:30.356|Confirmation Letter
1417|1256|1|2018-05-08|S236|Appointment of Secretary|WCF|122018-05-08T08:37:09.204|Appointment of Secretary
1418|1257|1|2018-05-08|S236|Appointment of Secretary|""|122018-05-08T08:56:30.710|Appointment of Secretary
1419|1258|1|2018-05-08|CTC|Certified True Copies |""|112018-05-08T08:57:24.619|Certified True Copies 
1420|1259|1|2018-05-08|Misc|"MOF Application
-New Application
-Additional Kod Bidang"|""|52018-05-08T09:03:42.342|Non-secretarial assignments
1421|1260|1|2018-05-08|S236|Appoinment of Secretary|WCF|122018-05-08T09:12:03.297|Appointment of Secretary
1422|1261|1|2018-05-08|S236|Appointment of Secretary|""|122018-05-08T09:30:42.813|Appointment of Secretary
1423|1262|1|2018-05-08|S236|Appointment of Secretary|WCF|122018-05-08T09:44:29.390|Appointment of Secretary
1424|1263|1|2018-05-08|AC|"-FS@2017-12-31
-Amendment of Memorandum & Article of Association"|""|112018-05-08T10:02:41.822|Financial Statement
1426|1264|1|2018-05-08|CTC|CTC - F9, F13, F44, F49, S58, F24, AFS 2016 |""|72018-05-08T10:18:35.111|Certified True Copies 
1425|1265|1|2018-05-08|S236|Appointment of Secretary|WCF|122018-05-08T10:19:00.777|Appointment of Secretary
1427|1266|1|2018-05-08|S236|Appointment of Secretary|""|122018-05-08T10:42:35.893|Appointment of Secretary
1428|1267|1|2018-05-08|Misc|GST Registration|""|32018-05-08T10:46:20.777|Non-secretarial assignments
1429|1268|1|2018-05-08|AC|"-Appointment of Auditor, Tax Agent & Fixing FYE
- FS@2017-12-31
"|""|112018-05-08T11:46:40.573|Financial Statement
1430|1269|1|2018-05-08|CTC|"Certified True Copies@2018-05-08
"|""|112018-05-08T13:58:33.495|Certified True Copies 
1431|1270|1|2018-05-08|Misc|Arrange for payment of TM Bill & Water Bill|""|32018-05-08T14:12:24.959|Non-secretarial assignments
1432|1271|1|2018-05-08|AR/AGM|"AR@2018-05-15
"|""|92018-05-08T14:18:44.559|Annual Return
1433|1272|1|2018-05-08|AR/AGM|"AR@2018-05-12
"|""|92018-05-08T14:49:34.524|Annual Return
1434|1273|1|2018-05-08|AR/AGM|"AR@2018-05-14
"|""|92018-05-08T15:21:19.785|Annual Return
1435|1274|1|2018-05-08|ChTaxAg|"Change of Tax Agent
-Appoint RJS TAX CONSULTANT SDN. BHD."|""|52018-05-08T15:40:25.771|Change of Tax Agent
1436|1275|1|2018-05-08|S36|Change of Memorandum and Article of Association|""|112018-05-08T15:42:04.606|M&A/Constitution changes
1437|1276|1|2018-05-08|S36|Change of Memorandum & Article of Association|""|112018-05-08T15:43:50.009|M&A/Constitution changes
1438|1277|1|2018-05-08|ChTaxAg|"Change of Tax Agent
-Appoint RJS TAX CONSULTANT SDN. BHD."|""|52018-05-08T15:45:25.708|Change of Tax Agent
1441|1278|1|2018-05-08|AR/AGM|AR@2018-05-24|""|92018-05-08T16:07:26.728|Annual Return
1440|1279|2|2018-05-08|BkOp|Opening of USD Acc-Alliance Bank|""|52018-05-08T15:57:09.139|Bank-Open Account[s]
1439|1279|1|2018-05-08|OpBk|Opening of Bank Current Acc-Alliance Bank|""|52018-05-08T15:57:09.139|Open Bank Account(s)
1442|1279|3|2018-05-08|IntBanking|Online Banking with Alliance Bank|""|52018-05-08T15:57:09.139|Internet Banking
1443|1280|1|2018-05-08|BkOp|Open Current Acc- Alliance Bank|""|52018-05-08T16:36:58.710|Bank-Open Account[s]
1444|1280|2|2018-05-08|BkOp|Open USD Acc-Alliance Bank|""|52018-05-08T16:36:58.710|Bank-Open Account[s]
1445|1280|3|2018-05-08|IntBanking|Online Banking with Alliance Bank|""|52018-05-08T16:36:58.710|Internet Banking
1446|1281|1|2018-05-08|SecFee|- From [2018-05-02 to 2019-05-01]|""|22018-05-08T16:48:10.444|Secretarial Fee + Registered Office
1447|1281|2|2018-05-08|SecFee|""|- From [2018-05-02 to 2019-05-01]|22018-05-08T16:48:10.444|Secretarial Fee + Registered Office
1448|1282|1|2018-05-08|SecFee|- From [2018-05-05 to 2019-05-04]|""|22018-05-08T16:53:17.217|Secretarial Fee + Registered Office
1449|1282|2|2018-05-08|""|""|""|22018-05-08T16:53:17.217|""
1450|1283|1|2018-05-10|S36|"Change of Memorandum & Article of Association
"|""|112018-05-10T09:33:04.711|M&A/Constitution changes
1451|1284|1|2018-05-10|AR/AGM|AR@2018-05-27|""|92018-05-10T10:04:00.491|Annual Return
1452|1285|1|2018-05-10|AR/AGM|AR@2018-05-25|""|92018-05-10T10:44:04.304|Annual Return
1453|1286|1|2018-05-10|AR/AGM|AR@2018-05-12|""|92018-05-10T10:59:42.083|Annual Return
1454|1287|1|2018-05-10|S36|"Change of Memorandum & Article of Association
"|""|112018-05-10T11:02:17.833|M&A/Constitution changes
1455|1288|1|2018-05-10|S36|Change of Memorandum & Article of Association|""|112018-05-10T11:07:26.282|M&A/Constitution changes
1456|1289|1|2018-05-10|T.O.|""|""|32018-05-10T12:10:57.605|Take Over Secretarial File(s)
1457|1290|1|2018-05-10|AC|"Financial Statements @ 2017-12-31
"|""|72018-05-10T13:42:38.030|Financial Statement
1458|1290|2|2018-05-10|S36|Change of Memorandum & Articles of Association|""|72018-05-10T13:42:38.030|M&A/Constitution changes
1459|1291|1|2018-05-10|CTC|CTC dir IC&Passport, M&A, F9, F24, F49 & S58|""|122018-05-10T13:51:10.370|Certified True Copies 
1460|1292|1|2018-05-10|CTC|CTC Dir IC&Passport, M&A, F9, F24, F49 & S58|""|122018-05-10T14:10:40.745|Certified True Copies 
1461|1293|1|2018-05-10|AC|Financial Statement @ 2017-12-31|""|42018-05-10T14:21:30.517|Financial Statement
1462|1294|1|2018-05-10|S36|"Change of Memorandum & Article of Association 
"|""|112018-05-10T14:24:57.046|M&A/Constitution changes
1463|1295|1|2018-05-10|S36|Change of Memorandum & Article of Association|""|112018-05-10T16:17:22.167|M&A/Constitution changes
1464|1296|1|2018-05-10|Sundry|Handling copy to auditor for statutory audit for Meecon group of companies|""|42018-05-10T16:26:45.144|Miscellaneous Secretarial Job
1465|1297|1|2018-05-10|AC|Financial Statements @ 2017-12-31|""|72018-05-10T16:27:06.077|Financial Statement
1466|1297|2|2018-05-10|S36|Change in Memorandum & Articles of Association|""|72018-05-10T16:27:06.077|M&A/Constitution changes
1467|1298|1|2018-05-10|S36|"Change of Memorandum & Article of Association
"|""|112018-05-10T16:59:09.735|M&A/Constitution changes
1468|1299|1|2018-05-10|S36|Change of Memorandum & Article of Association|""|112018-05-10T17:01:28.692|M&A/Constitution changes
1469|1300|1|2018-05-11|AC|FS@2017-11-30|""|92018-05-11T08:44:23.600|Financial Statement
1470|1301|1|2018-05-11|AR/AGM|Annual Return @ 2018-05-28 |""|82018-05-11T09:09:17.873|Annual Return
1471|1302|1|2018-05-11|S58|Resignation of Director (Farah)|""|52018-05-11T10:31:14.840|F49-ResDir/Change Information
1472|1303|1|2018-05-11|S105|Transfer of 4,000 shares|""|52018-05-11T10:32:39.289|Transfer of share(s)
1473|1304|1|2018-05-11|S105|Transfer of 4,000 shares|""|52018-05-11T10:33:21.315|Transfer of share(s)
1474|1305|1|2018-05-11|CTC|1 set CTC Section 17, Section 14, Section 58, Section 58 & 236(2), Section 51, Practice Directive 2/2017, Passport & NRIC of director & authorised signatories - For open Ambank TTDI branch|""|42018-05-11T10:45:09.562|Certified True Copies 
1475|1306|1|2018-05-11|S28|SK Information Engineering Services SB to Salur Kuasa Digital SB|""|72018-05-11T11:13:19.995|Change of Company Name
1476|1307|1|2018-05-11|AR/AGM|Annual Return @ 2018-05-11|""|82018-05-11T11:17:28|Annual Return
1477|1308|1|2018-05-11|AC|Financial Statements @ 2017-12-31|""|72018-05-11T13:31:42.834|Financial Statement
1478|1308|2|2018-05-11|S36|Change of M&A|""|72018-05-11T13:31:42.834|M&A/Constitution changes
1479|1309|1|2018-05-11|AC|Financial Statement @ 2017-12-31|""|82018-05-11T13:55:52.464|Financial Statement
1480|1310|1|2018-05-11|AR/AGM|"AR@2018-05-29
"|""|92018-05-11T14:09:15.338|Annual Return
1481|1311|1|2018-05-11|AR/AGM|AR@2018-06-02|""|92018-05-11T14:34:15.680|Annual Return
1482|1312|1|2018-05-11|AR/AGM|AR@2018-05-14|""|92018-05-11T15:07:29.463|Annual Return
1483|1313|1|2018-05-11|AR/AGM|AR@2018-05-14|""|92018-05-11T15:16:10.007|Annual Return
1484|1314|1|2018-05-11|AR/AGM|AR@2018-05-17|""|92018-05-11T15:31:16.038|Annual Return
1485|1315|1|2018-05-11|AR/AGM|Annual Return @ 2018-05-30|""|122018-05-11T15:35:51.511|Annual Return
1487|1316|1|2018-05-11|AR/AGM|"Annual Return @ 2018-06-23

"|""|72018-05-11T16:50:42.315|Annual Return
1488|1317|1|2018-05-14|Admin|Rectification of AR 2017 (S602)|""|32018-05-14T08:35:05.282|Administration Support & Consultancy 
1489|1318|1|2018-05-14|CIBk|Closing Bank Account|""|32018-05-14T08:51:50.384|Bank-Close Account(s)
1490|1319|1|2018-05-14|AR/AGM|AR@2018-05-12|""|92018-05-14T10:02:10.368|Annual Return
1491|1320|1|2018-05-14|RemDir|EGM - Removal of Director (Rob)|""|32018-05-14T10:29:55.826|Removal of Director(s)
1492|1321|1|2018-05-14|PurVeh|Purchase of MV - MyVi|""|72018-05-14T10:44:14.690|Vehicle Purchase/disposal
1493|1322|1|2018-05-14|AR/AGM|Annual Return @ 2018-05-05 |""|82018-05-14T11:18:36.353|Annual Return
1494|1323|1|2018-05-14|AC|Financial Statement @ 2017-12-31|""|42018-05-14T11:52:28.680|Financial Statement
1495|1324|1|2018-05-14|AR/AGM|Annual Return @ 2018-05-12|""|82018-05-14T14:14:39.862|Annual Return
1496|1325|1|2018-05-14|S58|Appointment of Secretary - Wong Chi Fui|""|42018-05-14T14:44:50.031|F49-ResDir/Change Information
1497|1326|1|2018-05-14|DeReg|"De-registration
- Checklist, Cover Letter, Declaration by Applicant (S550), DCR, MWR and Waiver Letter
- Submission and follow up"|""|42018-05-14T15:21:13.403|De-registration
1498|1327|1|2018-05-14|AR/AGM|Annual Return @ 2018-05-18 |""|82018-05-14T15:41:39.581|Annual Return
1499|1328|1|2018-05-14|AC|FS@2017-12-31|""|92018-05-14T16:35:10.617|Financial Statement
1500|1329|1|2018-05-14|SecFee|""|- from [2018-03-26 to 2019-03-25]|22018-05-14T16:47:36.613|Secretarial Fee + Registered Office
1501|1330|1|2018-05-14|SecFee| - From [2018-03-26 to 2019-03-25]|""|22018-05-14T16:50:24.472|Secretarial Fee + Registered Office
1502|1331|1|2018-05-15|CPO|Purchase of CPO |""|92018-05-15T08:40:42.386|Purchase of CPO/Idaman
1503|1332|1|2018-05-15|AC|Financial Statement @ 2017-12-31 |""|82018-05-15T10:47:37.913|Financial Statement
1504|1333|1|2018-05-15|S105|Transfer of Shares (10,000) |""|52018-05-15T11:05:16.670|Transfer of share(s)
1505|1334|1|2018-05-15|S36|Change of M&A|""|72018-05-15T11:54:31.179|M&A/Constitution changes
1506|1334|2|2018-05-15|AC|Financial Statements @ 2017-12-31|""|72018-05-15T11:54:31.179|Financial Statement
1748|1555|1|2018-06-08|S15|""|""|32018-06-08T17:46:06.081|Incorporation
1508|1336|1|2018-05-15|CTC|F24, F49, F44, S58, M&A, F9 (5sets),|""|62018-05-15T13:06:26.085|Certified True Copies 
1510|1337|1|2018-05-15|AC|Financial Statement @ 2017-12-31|""|82018-05-15T14:06:26.713|Financial Statement
1511|1338|1|2018-05-15|PurVeh|Disposal of Motor Vehicle - Subaru |""|32018-05-15T14:11:43.437|Vehicle Purchase/disposal
1512|1339|1|2018-05-15|S28|Change of Company name to Kask-Services (MM2H) Sdn. Bhd.|""|52018-05-15T14:38:56.583|Change of Company Name
1513|1340|1|2018-05-15|AC|Financial Statements @ 2017-12-31 |""|82018-05-15T14:55:42.835|Financial Statement
1514|1341|1|2018-05-15|AC|Financial Statements @ 2017-11-30|""|82018-05-15T16:18:11.518|Financial Statement
1515|1342|1|2018-05-15|AC|FS@2017-12-31|""|122018-05-15T16:33:16.826|Financial Statement
1516|1343|1|2018-05-15|S36|Amendment of M&A |""|32018-05-15T18:11:45.336|M&A/Constitution changes
1517|1343|2|2018-05-15|AC|FS@2017-12-31|""|32018-05-15T18:11:45.336|Financial Statement
1525|1351|1|2018-05-16|Misc|Consultation |""|92018-05-16T15:57:19.603|Non-secretarial assignments
1518|1344|1|2018-05-16|S15|New incorporation |""|42018-05-16T08:40:14.713|Incorporation
1519|1345|1|2018-05-16|AR/AGM|Annual Return @ 2018-05-20|""|122018-05-16T08:41:25.993|Annual Return
1520|1346|1|2018-05-16|AR/AGM|Annual Return @ 2018-06-02|""|42018-05-16T08:43:02.114|Annual Return
1521|1347|1|2018-05-16|AR/AGM|Annual Return @ 2018-05-25|""|122018-05-16T08:57:16.971|Annual Return
1522|1348|1|2018-05-16|AC|Financial Statement @ 2017-12-31|""|82018-05-16T11:45:05.199|Financial Statement
1523|1349|1|2018-05-16|AC|Financial Statement as at 31.12.2017|""|52018-05-16T13:12:47.141|Financial Statement
1524|1350|1|2018-05-16|AC|Financial Statement @ 2017-12-31|""|82018-05-16T14:33:29.095|Financial Statement
1526|1352|1|2018-05-16|CTC|CTC - F9, F13, F44, F24, AR 2017, F49, S58, ROM, S105|""|72018-05-16T16:21:22.143|Certified True Copies 
1527|1353|1|2018-05-16|AC|"FS@2017-11-30
"|""|92018-05-16T16:21:43.050|Financial Statement
1528|1354|1|2018-05-16|ChAud|Appointment of Auditor and Tax Agent |""|92018-05-16T16:37:56.422|Change of Auditor
1529|1355|1|2018-05-16|AC|FS@2018-12-31|""|122018-05-16T16:45:00.369|Financial Statement
1530|1356|1|2018-05-16|AC|FS@2018-12-31|""|122018-05-16T16:47:15.766|Financial Statement
1531|1357|1|2018-05-16|AC|FS@2017-12-31|""|122018-05-16T17:19:23.807|Financial Statement
1532|1358|1|2018-05-17|AR/AGM|"Late Filing Fee
"|""|92018-05-17T10:35:50.310|Annual Return
1533|1359|1|2018-05-17|AR/AGM|Late Filing Fee|""|92018-05-17T11:04:50.004|Annual Return
1534|1360|1|2018-05-17|AR/AGM|Late Filing Fee|""|92018-05-17T11:06:20.185|Annual Return
1535|1361|1|2018-05-17|AR/AGM|Late Filing Fee|""|92018-05-17T11:07:35.633|Annual Return
1536|1362|1|2018-05-17|AR/AGM|Late Filing Fee|""|92018-05-17T11:09:49.569|Annual Return
1537|1363|1|2018-05-17|S36|Amendment of M&A|""|32018-05-17T14:28:15.574|M&A/Constitution changes
1538|1363|2|2018-05-17|S78 Non Cash|Increase PUC to RM1,000,000 (Otherwise than cash)|""|32018-05-17T14:28:15.574|Increase in Paid Up Capital- Otherwise Than Cash
1539|1363|3|2018-05-17|OpBk|RHB Reflex Link Account |""|32018-05-17T14:28:15.574|Open Bank Account(s)
1540|1364|1|2018-05-17|Misc|Courier Company Common seal to US|""|32018-05-17T15:28:14.706|Non-secretarial assignments
1541|1365|1|2018-05-17|AC|FS @ 2017-12-31|""|122018-05-17T15:32:09.966|Financial Statement
1542|1366|1|2018-05-17|AC|FS@2017-12-31|""|122018-05-17T15:43:32.969|Financial Statement
1543|1367|1|2018-05-17|AC|FS@2017-12-31|""|122018-05-17T15:50:29.827|Financial Statement
1544|1368|1|2018-05-18|CIBk|CIMB Bank - 80-0092088-6|""|72018-05-18T08:37:00.131|Bank-Close Account(s)
1545|1369|1|2018-05-18|CTC|CTC Notice of registration, Certificate of Incorporation, Superform (x5)|""|32018-05-18T09:03:08.533|Certified True Copies 
1546|1370|1|2018-05-18|AC|FS@2017-12-31|""|122018-05-18T09:31:03.883|Financial Statement
1547|1371|1|2018-05-18|CTC|F24(fullsets), F32A(fullsets), F49, S58, S44, AR 2017, M&A (1set)|""|62018-05-18T10:08:59.215|Certified True Copies 
1548|1372|1|2018-05-18|AR/AGM|Annual Return @ 2018-05-08|""|72018-05-18T13:43:47.921|Annual Return
1549|1372|2|2018-05-18|AC|Financial Statements @ 2017-12-31|""|72018-05-18T13:43:47.921|Financial Statement
1550|1373|1|2018-05-18|AR/AGM|Annual Return @ 2018-05-06|""|72018-05-18T14:57:16.012|Annual Return
